srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR35217037	SRX30320850	SRS26367318	SRP616193	PRJNA834274	Bradyrhizobium japonicum	USDA 91	PACBIO_SMRT	Sequel II	760561571	71002	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 91
SRR35217036	SRX30320849	SRS26367317	SRP616192	PRJNA834268	Bradyrhizobium elkanii	USDA 77	PACBIO_SMRT	Sequel II	377937987	40527	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 77
SRR35217035	SRX30320848	SRS26367315	SRP616190	PRJNA834278	Bradyrhizobium elkanii	USDA 98	PACBIO_SMRT	Sequel II	522249109	53456	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 98
SRR35217034	SRX30320847	SRS26367316	SRP616191	PRJNA834287	Bradyrhizobium japonicum	USDA 115	PACBIO_SMRT	Sequel II	1855889962	224700	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 115
SRR35217030	SRX30320843	SRS26367311	SRP616186	PRJNA834276	Bradyrhizobium elkanii	USDA 93	PACBIO_SMRT	Sequel II	547789756	52789	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 93
SRR35217010	SRX30320823	SRS26367294	SRP616181	PRJNA834271	Bradyrhizobium elkanii	USDA 84	PACBIO_SMRT	Sequel II	492452012	48956	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 84
SRR35216916	SRX30320729	SRS26367200	SRP616174	PRJNA834273	Bradyrhizobium elkanii	USDA 90	PACBIO_SMRT	Sequel II	672946681	62347	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 90
SRR35216697	SRX30320511	SRS26367183	SRP616168	PRJNA893718	Pseudomonas reinekei	MT1_2	PACBIO_SMRT	Sequel IIe	2200770750	267609	WGS	GENOMIC	SINGLE	Pseudomonas reinekei MT1_2
SRR35216698	SRX30320510	SRS26367183	SRP616168	PRJNA893718	Pseudomonas reinekei	MT1_2	PACBIO_SMRT	Sequel IIe	2289589268	259304	WGS	GENOMIC	SINGLE	Pseudomonas reinekei MT1_2
SRR35216694	SRX30320508	SRS26367182	SRP616167	PRJNA893719	Pseudomonas reinekei	MT1_4	PACBIO_SMRT	Sequel IIe	1857520143	242584	WGS	GENOMIC	SINGLE	Pseudomonas reinekei MT1_4
SRR35216695	SRX30320507	SRS26367182	SRP616167	PRJNA893719	Pseudomonas reinekei	MT1_4	PACBIO_SMRT	Sequel IIe	1817457766	222258	WGS	GENOMIC	SINGLE	Pseudomonas reinekei MT1_4
SRR35216538	SRX30320352	SRS26367027	SRP616161	PRJNA893715	Pseudomonas silensiensis	A3_2	PACBIO_SMRT	Sequel IIe	2251854470	296645	WGS	GENOMIC	SINGLE	Pseudomonas silensiensis A3_2
SRR35216539	SRX30320351	SRS26367027	SRP616161	PRJNA893715	Pseudomonas silensiensis	A3_2	PACBIO_SMRT	Sequel IIe	2227747622	273739	WGS	GENOMIC	SINGLE	Pseudomonas silensiensis A3_2
SRR35216518	SRX30320332	SRS26367008	SRP616156	PRJNA893720	Bacillus velezensis	SRCM101368	PACBIO_SMRT	Sequel IIe	1006524716	147746	WGS	GENOMIC	SINGLE	Bacillus velezensis SRCM101368
SRR35216519	SRX30320331	SRS26367008	SRP616156	PRJNA893720	Bacillus velezensis	SRCM101368	PACBIO_SMRT	Sequel IIe	619153446	83608	WGS	GENOMIC	SINGLE	Bacillus velezensis SRCM101368
SRR35216333	SRX30320150	SRS26366826	SRP616137	PRJNA834245	Bradyrhizobium japonicum	USDA 48	PACBIO_SMRT	Sequel II	534138163	48431	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 48
SRR35215888	SRX30319705	SRS26366386	SRP616125	PRJNA834242	Bradyrhizobium japonicum	USDA 44	PACBIO_SMRT	Sequel II	451073023	41683	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 44
SRR35215103	SRX30318920	SRS26365617	SRP616041	PRJNA834246	Bradyrhizobium japonicum	USDA 50	PACBIO_SMRT	Sequel II	350006562	31948	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 50
SRR35215100	SRX30318918	SRS26365616	SRP616040	PRJNA893714	Pseudomonas baetica	a390	PACBIO_SMRT	Sequel IIe	2427305275	319737	WGS	GENOMIC	SINGLE	Pseudomonas baetica a390
SRR35215101	SRX30318917	SRS26365616	SRP616040	PRJNA893714	Pseudomonas baetica	a390	PACBIO_SMRT	Sequel IIe	2337210840	285653	WGS	GENOMIC	SINGLE	Pseudomonas baetica a390
SRR35215098	SRX30318916	SRS26365615	SRP616039	PRJNA834289	Bradyrhizobium elkanii	USDA 117	PACBIO_SMRT	Sequel IIe	5177678672	436445	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 117
SRR35215099	SRX30318915	SRS26365615	SRP616039	PRJNA834289	Bradyrhizobium elkanii	USDA 117	PACBIO_SMRT	Sequel II	2592679024	221770	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 117
SRR35215096	SRX30318913	SRS26365614	SRP616038	PRJNA834243	Bradyrhizobium japonicum	USDA 45	PACBIO_SMRT	Sequel II	595207014	68994	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 45
SRR35215091	SRX30318909	SRS26365610	SRP616035	PRJNA834288	Bradyrhizobium elkanii	USDA 116	PACBIO_SMRT	Sequel IIe	3776023639	319531	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 116
SRR35215092	SRX30318908	SRS26365610	SRP616035	PRJNA834288	Bradyrhizobium elkanii	USDA 116	PACBIO_SMRT	Sequel II	1768400421	151720	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 116
SRR35215090	SRX30318907	SRS26365607	SRP616033	PRJNA893722	Bradyrhizobium elkanii	USDA 47	PACBIO_SMRT	Sequel II	462771571	42465	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 47
SRR35215007	SRX30318824	SRS26365608	SRP616034	PRJNA834248	Bradyrhizobium japonicum	USDA 52	PACBIO_SMRT	Sequel II	565043311	54077	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 52
SRR35214978	SRX30318795	SRS26365581	SRP616023	PRJNA834440	Methylorubrum extorquens	SLI 285	PACBIO_SMRT	Sequel IIe	1410178716	130804	WGS	GENOMIC	SINGLE	Methylorubrum extorquens SLI 285
SRR35214822	SRX30318639	SRS26365574	SRP616021	PRJNA834257	Bradyrhizobium elkanii	USDA 63	PACBIO_SMRT	Sequel II	446269251	42466	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 63
SRR35214725	SRX30318542	SRS26365476	SRP616019	PRJNA834240	Bradyrhizobium japonicum	USDA 41	PACBIO_SMRT	Sequel II	545063292	52471	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 41
SRR35214724	SRX30318541	SRS26365475	SRP616018	PRJNA834238	Bradyrhizobium elkanii	USDA 39	PACBIO_SMRT	Sequel II	473244010	45123	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 39
SRR35214675	SRX30318492	SRS26365426	SRP616016	PRJNA834264	Bradyrhizobium elkanii	USDA 71a	PACBIO_SMRT	Sequel II	391984897	35436	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 71a
SRR35214482	SRX30318299	SRS26365233	SRP616014	PRJNA834251	Bradyrhizobium japonicum	USDA 55	PACBIO_SMRT	Sequel II	278317238	29370	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 55
SRR35214481	SRX30318298	SRS26365232	SRP616013	PRJNA834244	Bradyrhizobium elkanii	USDA 46	PACBIO_SMRT	Sequel II	535339495	49924	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 46
SRR35214479	SRX30318296	SRS26365230	SRP616011	PRJNA708374	Bradyrhizobium japonicum	USDA 19	PACBIO_SMRT	Sequel II	462521436	43712	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 19
SRR35214478	SRX30318295	SRS26365229	SRP616010	PRJNA834256	Bradyrhizobium japonicum	USDA 62	PACBIO_SMRT	Sequel II	355309193	33266	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 62
SRR35213520	SRX30317337	SRS26364271	SRP616003	PRJNA834263	Bradyrhizobium elkanii	USDA 71	PACBIO_SMRT	Sequel II	374026689	35098	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 71
SRR35213519	SRX30317336	SRS26364270	SRP616002	PRJNA834259	Bradyrhizobium elkanii	USDA 66	PACBIO_SMRT	Sequel II	441484681	41318	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 66
SRR35213493	SRX30317310	SRS26364244	SRP615997	PRJNA834239	Bradyrhizobium elkanii	USDA 40	PACBIO_SMRT	Sequel II	293024831	31834	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 40
SRR35213492	SRX30317309	SRS26364243	SRP615996	PRJNA834237	Bradyrhizobium japonicum USDA 38	USDA 38	PACBIO_SMRT	Sequel II	368821379	44768	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 38
SRR35213490	SRX30317308	SRS26364242	SRP615995	PRJNA893754	Pseudomonas hunanensis	yy061	PACBIO_SMRT	Sequel IIe	1186672244	170094	WGS	GENOMIC	SINGLE	Pseudomonas hunanensis yy061
SRR35213491	SRX30317307	SRS26364242	SRP615995	PRJNA893754	Pseudomonas hunanensis	yy061	PACBIO_SMRT	Sequel IIe	1016760203	135452	WGS	GENOMIC	SINGLE	Pseudomonas hunanensis yy061
SRR35213489	SRX30317306	SRS26364241	SRP615994	PRJNA834258	Bradyrhizobium japonicum	USDA 64	PACBIO_SMRT	Sequel II	597459215	53517	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 64
SRR35213488	SRX30317305	SRS26364240	SRP615993	PRJNA834262	Bradyrhizobium elkanii	USDA 70	PACBIO_SMRT	Sequel II	289613444	28283	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 70
SRR35213121	SRX30316938	SRS26363874	SRP615990	PRJNA834253	Bradyrhizobium japonicum	USDA 58	PACBIO_SMRT	Sequel II	254069232	22656	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 58
SRR35213119	SRX30316936	SRS26363872	SRP615988	PRJNA708369	Bradyrhizobium sp. USDA 4538	USDA 4538	PACBIO_SMRT	Sequel II	212191528	22998	WGS	GENOMIC	SINGLE	Bradyrhizobium sp. USDA 4538
SRR35213099	SRX30316916	SRS26363868	SRP615984	PRJNA834255	Bradyrhizobium elkanii USDA 61	USDA 61	PACBIO_SMRT	Sequel II	466277077	44394	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 61
SRR35213098	SRX30316915	SRS26363867	SRP615983	PRJNA834426	Bradyrhizobium japonicum	USDA 36	PACBIO_SMRT	Sequel II	546657946	50855	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 36
SRR35213085	SRX30316902	SRS26363854	SRP615982	PRJNA708365	Bradyrhizobium japonicum	USDA 11	PACBIO_SMRT	Sequel II	213814500	19455	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 11
SRR35213084	SRX30316901	SRS26363853	SRP615981	PRJNA708383	Bradyrhizobium elkanii	USDA 29	PACBIO_SMRT	Sequel II	343586210	32243	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 29
SRR35213083	SRX30316900	SRS26363852	SRP615980	PRJNA834300	Rhodococcus erythropolis	BIGb0281	PACBIO_SMRT	Sequel IIe	549549647	49178	WGS	GENOMIC	SINGLE	Rhodococcus erythropolis BIGb0281
SRR35213082	SRX30316899	SRS26363851	SRP615979	PRJNA834249	Bradyrhizobium japonicum	USDA 53	PACBIO_SMRT	Sequel II	505293270	45836	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 53
SRR35213081	SRX30316898	SRS26363850	SRP615978	PRJNA834304	Streptomyces sp. SPB162	SPB162	PACBIO_SMRT	Sequel IIe	1140036523	131566	WGS	GENOMIC	SINGLE	Streptomyces sp. SPB162
SRR35213075	SRX30316892	SRS26363844	SRP615976	PRJNA708380	Bradyrhizobium elkanii	USDA 26	PACBIO_SMRT	Sequel II	255961805	23153	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 26
SRR35213073	SRX30316890	SRS26363842	SRP615974	PRJNA708364	Bradyrhizobium japonicum	USDA 10	PACBIO_SMRT	Sequel II	196841362	19036	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 10
SRR35213071	SRX30316889	SRS26363841	SRP615973	PRJNA893712	Pseudomonas rhodesiae	26B3	PACBIO_SMRT	Sequel IIe	2399225019	307340	WGS	GENOMIC	SINGLE	Pseudomonas rhodesiae 26B3
SRR35213072	SRX30316888	SRS26363841	SRP615973	PRJNA893712	Pseudomonas rhodesiae	26B3	PACBIO_SMRT	Sequel IIe	2319166707	278427	WGS	GENOMIC	SINGLE	Pseudomonas rhodesiae 26B3
SRR35213070	SRX30316887	SRS26363840	SRP615972	PRJNA834298	Chryseobacterium sp. BIGb0186	BIGb0186	PACBIO_SMRT	Sequel II	511026918	42076	WGS	GENOMIC	SINGLE	Chryseobacterium sp. BIGb0186
SRR35213069	SRX30316886	SRS26363839	SRP615971	PRJNA834297	Leucobacter luti	BIGb0117	PACBIO_SMRT	Sequel II	683357580	65854	WGS	GENOMIC	SINGLE	Leucobacter luti BIGb0117
SRR35213068	SRX30316885	SRS4258292	SRP179868	PRJNA501396	Ochrobactrum sp. BH3	BH3	PACBIO_SMRT	Sequel II	705117398	56051	WGS	GENOMIC	SINGLE	Ochrobactrum sp. BH3
SRR35213067	SRX30316884	SRS26363838	SRP615970	PRJNA708385	Bradyrhizobium elkanii	USDA 31	PACBIO_SMRT	Sequel II	239736277	23590	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 31
SRR35213066	SRX30316883	SRS26363837	SRP615969	PRJNA834283	Bradyrhizobium elkanii	USDA 103	PACBIO_SMRT	Sequel II	389139920	46371	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 103
SRR35213065	SRX30316882	SRS26363835	SRP615967	PRJNA834220	Enterobacter sp. JUb101	JUb101	PACBIO_SMRT	Sequel II	479952711	38321	WGS	GENOMIC	SINGLE	Enterobacter sp. JUb101
SRR35213064	SRX30316881	SRS26363836	SRP615968	PRJNA834252	Bradyrhizobium japonicum	USDA 57	PACBIO_SMRT	Sequel II	338013749	30201	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 57
SRR35213055	SRX30316872	SRS26363826	SRP615965	PRJNA708387	Bradyrhizobium elkanii	USDA 33	PACBIO_SMRT	Sequel II	287004905	27423	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 33
SRR35213054	SRX30316871	SRS26363825	SRP615964	PRJNA834281	Bradyrhizobium elkanii	USDA 100	PACBIO_SMRT	Sequel II	592120836	60444	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 100
SRR35213051	SRX30316868	SRS26363822	SRP615961	PRJNA708378	Bradyrhizobium elkanii	USDA 23	PACBIO_SMRT	Sequel II	242651687	22412	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 23
SRR35213050	SRX30316867	SRS26363821	SRP615960	PRJNA708376	Bradyrhizobium japonicum	USDA 21	PACBIO_SMRT	Sequel II	236662323	21488	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 21
SRR35213049	SRX30316866	SRS26363820	SRP615959	PRJNA708386	Bradyrhizobium japonicum	USDA 32	PACBIO_SMRT	Sequel II	230443589	25350	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 32
SRR35213047	SRX30316864	SRS26363818	SRP615957	PRJNA708382	Bradyrhizobium japonicum	USDA 28	PACBIO_SMRT	Sequel II	411525927	36871	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 28
SRR35213022	SRX30316839	SRS26363793	SRP615955	PRJNA708375	Bradyrhizobium japonicum	USDA 20	PACBIO_SMRT	Sequel II	335145067	31272	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 20
SRR35213021	SRX30316838	SRS26363792	SRP615954	PRJNA834250	Bradyrhizobium japonicum	USDA 54	PACBIO_SMRT	Sequel II	430625724	41797	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 54
SRR35213020	SRX30316837	SRS26363791	SRP615953	PRJNA708381	Bradyrhizobium japonicum	USDA 27	PACBIO_SMRT	Sequel II	261555739	24062	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 27
SRR35213019	SRX30316836	SRS26363790	SRP615952	PRJNA834272	Bradyrhizobium elkanii	USDA 84a	PACBIO_SMRT	Sequel II	359101041	35702	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 84a
SRR35212973	SRX30316790	SRS26363787	SRP615949	PRJNA708388	Bradyrhizobium japonicum	USDA 34	PACBIO_SMRT	Sequel II	151116419	16874	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 34
SRR35212972	SRX30316789	SRS26363786	SRP615948	PRJNA708384	Bradyrhizobium japonicum	USDA 30	PACBIO_SMRT	Sequel II	272604336	24641	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 30
SRR35212969	SRX30316786	SRS26363783	SRP615945	PRJNA708492	Bradyrhizobium japonicum	USDA 2	PACBIO_SMRT	Sequel II	246040230	22048	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 2
SRR35212968	SRX30316785	SRS26363782	SRP615944	PRJNA834241	Bradyrhizobium japonicum	USDA 43	PACBIO_SMRT	Sequel II	343074758	37839	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 43
SRR35212963	SRX30316780	SRS26363777	SRP615939	PRJNA708379	Bradyrhizobium japonicum	USDA 24	PACBIO_SMRT	Sequel II	350705330	31382	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 24
SRR35212962	SRX30316779	SRS26363776	SRP615938	PRJNA834219	Pseudomonas sp. JUb96	JUb96	PACBIO_SMRT	Sequel II	647258731	56631	WGS	GENOMIC	SINGLE	Pseudomonas sp. JUb96
SRR35212961	SRX30316778	SRS26363775	SRP615937	PRJNA708377	Bradyrhizobium japonicum	USDA 22	PACBIO_SMRT	Sequel II	307620754	32155	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 22
SRR35212958	SRX30316775	SRS26363772	SRP615934	PRJNA708373	Bradyrhizobium japonicum	USDA 15	PACBIO_SMRT	Sequel II	369159495	36139	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 15
SRR35212956	SRX30316773	SRS26363770	SRP615932	PRJNA708362	Bradyrhizobium japonicum	USDA 7	PACBIO_SMRT	Sequel II	194788556	18152	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 7
SRR35212955	SRX30316772	SRS26363769	SRP615931	PRJNA708368	Bradyrhizobium sp. USDA 4537	USDA 4537	PACBIO_SMRT	Sequel II	216994521	23573	WGS	GENOMIC	SINGLE	Bradyrhizobium sp. USDA 4537
SRR35212954	SRX30316771	SRS26363768	SRP615930	PRJNA708360	Bradyrhizobium japonicum	USDA 4	PACBIO_SMRT	Sequel II	189124853	17393	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 4
SRR35212953	SRX30316770	SRS26363767	SRP615929	PRJNA708366	Bradyrhizobium elkanii	USDA 13	PACBIO_SMRT	Sequel II	281794159	25946	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 13
SRR35212952	SRX30316769	SRS26363766	SRP615928	PRJNA708372	Bradyrhizobium sp. USDA 4545	USDA 4545	PACBIO_SMRT	Sequel II	287501593	27119	WGS	GENOMIC	SINGLE	Bradyrhizobium sp. USDA 4545
SRR35212951	SRX30316768	SRS26363765	SRP615927	PRJNA708367	Bradyrhizobium sp. USDA 4532	USDA 4532	PACBIO_SMRT	Sequel II	297361167	27750	WGS	GENOMIC	SINGLE	Bradyrhizobium sp. USDA 4532
SRR35212950	SRX30316767	SRS26363764	SRP615926	PRJNA708493	Bradyrhizobium japonicum	USDA 3	PACBIO_SMRT	Sequel II	166352292	15373	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 3
SRR35212947	SRX30316764	SRS26363762	SRP615924	PRJNA708371	Bradyrhizobium sp. USDA 4541	USDA 4541	PACBIO_SMRT	Sequel II	202811199	18896	WGS	GENOMIC	SINGLE	Bradyrhizobium sp. USDA 4541
SRR35212914	SRX30316731	SRS26363729	SRP615919	PRJNA708363	Bradyrhizobium elkanii	USDA 8	PACBIO_SMRT	Sequel II	249512213	24961	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 8
SRR35212911	SRX30316728	SRS26363727	SRP615917	PRJNA708491	Bradyrhizobium japonicum	USDA 1	PACBIO_SMRT	Sequel II	239574602	22896	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 1
SRR35212910	SRX30316727	SRS26363726	SRP615916	PRJNA834301	Pseudomonas sp. BIGb0408	BIGb0408	PACBIO_SMRT	Sequel II	617458882	54801	WGS	GENOMIC	SINGLE	Pseudomonas sp. BIGb0408
SRR35212909	SRX30316726	SRS26363725	SRP615915	PRJNA834302	Providencia alcalifaciens	BIGb0506	PACBIO_SMRT	Sequel II	436193539	39763	WGS	GENOMIC	SINGLE	Providencia alcalifaciens BIGb0506
SRR35211541	SRX30315358	SRS26362969	SRP615871	PRJNA834275	Bradyrhizobium japonicum	USDA 92	PACBIO_SMRT	Sequel II	502196317	46041	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 92
SRR35211485	SRX30315302	SRS26362931	SRP615861	PRJNA834277	Bradyrhizobium japonicum	USDA 96	PACBIO_SMRT	Sequel II	522667251	48160	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 96
SRR35211483	SRX30315300	SRS26362929	SRP615859	PRJNA834260	Bradyrhizobium japonicum	USDA 66a	PACBIO_SMRT	Sequel II	241265452	24665	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 66a
SRR35211482	SRX30315299	SRS26362928	SRP615858	PRJNA834254	Bradyrhizobium japonicum	USDA 59	PACBIO_SMRT	Sequel II	314083501	33465	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 59
SRR35211480	SRX30315297	SRS26362926	SRP615856	PRJNA708370	Bradyrhizobium sp. USDA 4539	USDA 4539	PACBIO_SMRT	Sequel II	172131803	19441	WGS	GENOMIC	SINGLE	Bradyrhizobium sp. USDA 4539
SRR35211442	SRX30315259	SRS26362888	SRP615849	PRJNA834261	Bradyrhizobium elkanii	USDA 67	PACBIO_SMRT	Sequel II	524991975	51361	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 67
SRR35211436	SRX30315253	SRS26362882	SRP615843	PRJNA834265	Bradyrhizobium japonicum	USDA 72	PACBIO_SMRT	Sequel II	485166610	55273	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 72
SRR35211435	SRX30315252	SRS18719208	SRP457114	PRJNA1008777	Cryobacterium psychrotolerans	GrIS_2_6	PACBIO_SMRT	Sequel II	106325252	13369	WGS	GENOMIC	SINGLE	Cryobacterium psychrotolerans GrIS_2_6
SRR35211270	SRX30315088	SRS26362719	SRP615837	PRJNA893716	Bacillus velezensis	FZB42_1	PACBIO_SMRT	Sequel IIe	1357524483	180317	WGS	GENOMIC	SINGLE	Bacillus velezensis FZB42_1
SRR35211271	SRX30315087	SRS26362719	SRP615837	PRJNA893716	Bacillus velezensis	FZB42_1	PACBIO_SMRT	Sequel IIe	1004442733	122140	WGS	GENOMIC	SINGLE	Bacillus velezensis FZB42_1
SRR35211269	SRX30315086	SRS26362718	SRP615836	PRJNA834438	Methylorubrum pseudosasae	SLI 233	PACBIO_SMRT	Sequel IIe	1132104140	101651	WGS	GENOMIC	SINGLE	Methylorubrum pseudosasae SLI 233
SRR35211266	SRX30315083	SRS26362715	SRP615835	PRJNA834236	Bradyrhizobium japonicum	USDA 37	PACBIO_SMRT	Sequel II	359672888	36982	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 37
SRR35211265	SRX30315082	SRS26362714	SRP615834	PRJNA834425	Bradyrhizobium japonicum	USDA 35	PACBIO_SMRT	Sequel II	326720160	31715	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 35
SRR35210682	SRX30314499	SRS26362133	SRP615785	PRJNA834247	Bradyrhizobium japonicum	USDA 51	PACBIO_SMRT	Sequel II	478468892	43983	WGS	GENOMIC	SINGLE	Bradyrhizobium japonicum USDA 51
SRR35210679	SRX30314497	SRS26362131	SRP615784	PRJNA893713	Bacillus pumilus	NBRC 12092_2	PACBIO_SMRT	Sequel IIe	731498451	105690	WGS	GENOMIC	SINGLE	Bacillus pumilis NBRC 12092_2
SRR35210680	SRX30314496	SRS26362131	SRP615784	PRJNA893713	Bacillus pumilus	NBRC 12092_2	PACBIO_SMRT	Sequel IIe	439953224	58502	WGS	GENOMIC	SINGLE	Bacillus pumilis NBRC 12092_2
SRR35210652	SRX30314470	SRS26362109	SRP615773	PRJNA893727	Peribacillus simplex	TAGEM15-70-B13	PACBIO_SMRT	Sequel IIe	1971665609	218120	WGS	GENOMIC	SINGLE	Bacillus simplex TAGEM15-70-B13
SRR35210653	SRX30314469	SRS26362109	SRP615773	PRJNA893727	Peribacillus simplex	TAGEM15-70-B13	PACBIO_SMRT	Sequel IIe	1680962402	167561	WGS	GENOMIC	SINGLE	Bacillus simplex TAGEM15-70-B13
SRR35198299	SRX30302116	SRS18942067	SRP462292	PRJNA708490	Aeromonas caviae	SLBN-129	PACBIO_SMRT	Sequel II	209486662	35497	WGS	GENOMIC	SINGLE	Aeromonas caviae SLBN-129
SRR35198286	SRX30302103	SRS18942695	SRP462314	PRJNA708420	Rhizobium sp. SLBN-170	SLBN-170	PACBIO_SMRT	Sequel II	178782917	26875	WGS	GENOMIC	SINGLE	Rhizobium sp. SLBN-170
SRR35198274	SRX30302091	SRS18942088	SRP462301	PRJNA708489	Metapseudomonas otitidis	SLBN-103	PACBIO_SMRT	Sequel II	155810437	23462	WGS	GENOMIC	SINGLE	Pseudomonas otitidis SLBN-103
SRR35198273	SRX30302090	SRS18941966	SRP462284	PRJNA958354	Vogesella perlucida	SLBN-145	PACBIO_SMRT	Sequel II	151935658	21869	WGS	GENOMIC	SINGLE	Vogesella perlucida SLBN-145
SRR35198268	SRX30302085	SRS18941963	SRP462281	PRJNA708487	Pantoea agglomerans	SLBN-76	PACBIO_SMRT	Sequel II	136575521	19082	WGS	GENOMIC	SINGLE	Pantoea agglomerans SLBN-76
SRR35198262	SRX30302079	SRS17947906	SRP442250	PRJNA708465	Kineosporia succinea	DSM 44388	PACBIO_SMRT	Sequel II	166955815	23062	WGS	GENOMIC	SINGLE	Kineosporia succinea DSM 44388
SRR35198259	SRX30302076	SRS18941970	SRP462286	PRJNA708421	Herbaspirillum rubrisubalbicans	SLBN-127	PACBIO_SMRT	Sequel II	220236852	32762	WGS	GENOMIC	SINGLE	Herbaspirillum rubrisubalbicans SLBN-127
SRR35198257	SRX30302074	SRS17947908	SRP442252	PRJNA708473	Rhodococcoides fascians	DSM 43673	PACBIO_SMRT	Sequel II	124547864	17356	WGS	GENOMIC	SINGLE	Rhodococcus luteus DSM 43673
SRR35198256	SRX30302073	SRS18941960	SRP462278	PRJNA708488	Pseudoxanthomonas mexicana	SLBN-89	PACBIO_SMRT	Sequel II	122193980	19043	WGS	GENOMIC	SINGLE	Pseudoxanthomonas mexicana SLBN-89
