srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR9641541	SRX6403384	SRS5061423	SRP040661	PRJNA231221	Streptococcus salivarius	FDAARGOS_771	PACBIO_SMRT	PacBio RS	1592911137	163482	WGS	GENOMIC	SINGLE	
SRR9641539	SRX6403383	SRS5061423	SRP040661	PRJNA231221	Streptococcus salivarius	FDAARGOS_771	PACBIO_SMRT	Sequel	394730218	66522	WGS	GENOMIC	SINGLE	
SRR9641536	SRX6403382	SRS5061423	SRP040661	PRJNA231221	Streptococcus salivarius	FDAARGOS_771	PACBIO_SMRT	Sequel	252382598	46644	WGS	GENOMIC	SINGLE	
SRR9641538	SRX6403381	SRS5061423	SRP040661	PRJNA231221	Streptococcus salivarius	FDAARGOS_771	PACBIO_SMRT	Sequel	351447004	145793	WGS	GENOMIC	SINGLE	
SRR9641537	SRX6403380	SRS5061423	SRP040661	PRJNA231221	Streptococcus salivarius	FDAARGOS_771	PACBIO_SMRT	Sequel	384373015	151615	WGS	GENOMIC	SINGLE	
SRR9641540	SRX6403379	SRS5061423	SRP040661	PRJNA231221	Streptococcus salivarius	FDAARGOS_771	PACBIO_SMRT	Sequel	706530700	234151	WGS	GENOMIC	SINGLE	
SRR9641515	SRX6403360	SRS5061404	SRP040661	PRJNA231221	Streptococcus sanguinis	FDAARGOS_770	PACBIO_SMRT	PacBio RS	2965563850	163482	WGS	GENOMIC	SINGLE	
SRR9641506	SRX6403351	SRS5061397	SRP040661	PRJNA231221	Staphylococcus aureus	FDAARGOS_766	PACBIO_SMRT	PacBio RS	1448049154	163482	WGS	GENOMIC	SINGLE	
SRR9641504	SRX6403348	SRS5061396	SRP040661	PRJNA231221	Salmonella enterica	FDAARGOS_768	PACBIO_SMRT	PacBio RS	2786554237	163482	WGS	GENOMIC	SINGLE	
SRR9641502	SRX6403347	SRS5061395	SRP040661	PRJNA231221	Pseudomonas aeruginosa	FDAARGOS_767	PACBIO_SMRT	PacBio RS	1505465910	163482	WGS	GENOMIC	SINGLE	
SRR9641501	SRX6403345	SRS5061394	SRP040661	PRJNA231221	Staphylococcus hominis	FDAARGOS_762	PACBIO_SMRT	PacBio RS	2348731529	163482	WGS	GENOMIC	SINGLE	
SRR9641498	SRX6403342	SRS5061393	SRP040661	PRJNA231221	Salmonella enterica	FDAARGOS_765	PACBIO_SMRT	PacBio RS	3700047659	163482	WGS	GENOMIC	SINGLE	
SRR9641496	SRX6403341	SRS5061392	SRP040661	PRJNA231221	Finegoldia magna	FDAARGOS_764	PACBIO_SMRT	PacBio RS	1043150620	163482	WGS	GENOMIC	SINGLE	
SRR9641486	SRX6403331	SRS5061383	SRP040661	PRJNA231221	Bacteroides fragilis	FDAARGOS_763	PACBIO_SMRT	PacBio RS	904368630	163482	WGS	GENOMIC	SINGLE	
SRR9641485	SRX6403330	SRS5061383	SRP040661	PRJNA231221	Bacteroides fragilis	FDAARGOS_763	PACBIO_SMRT	PacBio RS	480353490	163482	WGS	GENOMIC	SINGLE	
SRR9641484	SRX6403329	SRS5061383	SRP040661	PRJNA231221	Bacteroides fragilis	FDAARGOS_763	PACBIO_SMRT	PacBio RS	484995087	163482	WGS	GENOMIC	SINGLE	
SRR9641471	SRX6403317	SRS5061372	SRP040661	PRJNA231221	Pseudomonas sp. FDAARGOS_761	FDAARGOS_761	PACBIO_SMRT	PacBio RS	967072159	163482	WGS	GENOMIC	SINGLE	
SRR9641472	SRX6403316	SRS5061372	SRP040661	PRJNA231221	Pseudomonas sp. FDAARGOS_761	FDAARGOS_761	PACBIO_SMRT	PacBio RS	1102564396	163482	WGS	GENOMIC	SINGLE	
SRR9641469	SRX6403314	SRS5061371	SRP040661	PRJNA231221	Prevotella melaninogenica	FDAARGOS_760	PACBIO_SMRT	PacBio RS	1230149520	163482	WGS	GENOMIC	SINGLE	
SRR9641468	SRX6403311	SRS5061370	SRP040661	PRJNA231221	Parabacteroides distasonis	FDAARGOS_759	PACBIO_SMRT	PacBio RS	1394366925	163482	WGS	GENOMIC	SINGLE	
SRR9641436	SRX6403279	SRS5061339	SRP040661	PRJNA231221	Neisseria mucosa	FDAARGOS_758	PACBIO_SMRT	PacBio RS	2450153331	163482	WGS	GENOMIC	SINGLE	
SRR9641435	SRX6403278	SRS5061339	SRP040661	PRJNA231221	Neisseria mucosa	FDAARGOS_758	PACBIO_SMRT	PacBio RS	363540241	163482	WGS	GENOMIC	SINGLE	
SRR9639891	SRX6401844	SRS5060051	SRP212855	PRJNA434808	Ligilactobacillus salivarius	IBB3154	PACBIO_SMRT	PacBio RS II	814199819	139823	WGS	GENOMIC	SINGLE	WGS of Lactobacillus salivarius IBB3154
SRR9626913	SRX6389029	SRS5048518	SRP040661	PRJNA231221	Mycobacterium tuberculosis	FDAARGOS_757	PACBIO_SMRT	PacBio RS	1491486934	163482	WGS	GENOMIC	SINGLE	
SRR9625174	SRX6387340	SRS5046831	SRP040661	PRJNA231221	Mycobacterium tuberculosis	FDAARGOS_756	PACBIO_SMRT	PacBio RS	2658484935	163482	WGS	GENOMIC	SINGLE	
SRR9624841	SRX6387060	SRS5046553	SRP040661	PRJNA231221	Streptococcus gallolyticus	FDAARGOS_755	PACBIO_SMRT	PacBio RS	729747473	163482	WGS	GENOMIC	SINGLE	
SRR9624839	SRX6387058	SRS5046552	SRP040661	PRJNA231221	Staphylococcus warneri	FDAARGOS_754	PACBIO_SMRT	PacBio RS	836424800	163482	WGS	GENOMIC	SINGLE	
SRR9624794	SRX6387016	SRS5046510	SRP040661	PRJNA231221	Staphylococcus capitis	FDAARGOS_753	PACBIO_SMRT	PacBio RS	398278097	163482	WGS	GENOMIC	SINGLE	
SRR9624795	SRX6387014	SRS5046510	SRP040661	PRJNA231221	Staphylococcus capitis	FDAARGOS_753	PACBIO_SMRT	PacBio RS	1502732669	163482	WGS	GENOMIC	SINGLE	
SRR9624766	SRX6386987	SRS5046483	SRP040661	PRJNA231221	Rothia dentocariosa	FDAARGOS_752	PACBIO_SMRT	PacBio RS	1686448691	163482	WGS	GENOMIC	SINGLE	
SRR9620976	SRX6383989	SRS5043513	SRP212614	PRJNA547253	Amycolatopsis granulosa	DSM 45669	PACBIO_SMRT	Sequel	234663474	60091	WGS	GENOMIC	SINGLE	Amycolatopsis granulosa DSM 45669
SRR9620977	SRX6383988	SRS5043513	SRP212614	PRJNA547253	Amycolatopsis granulosa	DSM 45669	PACBIO_SMRT	Sequel	701358405	176539	WGS	GENOMIC	SINGLE	Amycolatopsis granulosa DSM 45669
SRR9620957	SRX6383970	SRS5043496	SRP212612	PRJNA547260	Humibacillus xanthopallidus	DSM 21776	PACBIO_SMRT	Sequel	2425940857	620396	WGS	GENOMIC	SINGLE	Humibacillus xanthopallidus DSM 21776
SRR9620958	SRX6383969	SRS5043496	SRP212612	PRJNA547260	Humibacillus xanthopallidus	DSM 21776	PACBIO_SMRT	Sequel	1907638502	451807	WGS	GENOMIC	SINGLE	Humibacillus xanthopallidus DSM 21776
SRR9620948	SRX6383961	SRS5043487	SRP212611	PRJNA547250	Halosaccharopolyspora lacisalsi	DSM 45975	PACBIO_SMRT	Sequel	2471362916	704928	WGS	GENOMIC	SINGLE	Saccharopolyspora lacisalsi DSM 45975
SRR9620949	SRX6383960	SRS5043487	SRP212611	PRJNA547250	Halosaccharopolyspora lacisalsi	DSM 45975	PACBIO_SMRT	Sequel	2512734024	711355	WGS	GENOMIC	SINGLE	Saccharopolyspora lacisalsi DSM 45975
SRR9620887	SRX6383900	SRS5043426	SRP212609	PRJNA547246	Kocuria rosea	DSM 20447	PACBIO_SMRT	Sequel	1333649298	292380	WGS	GENOMIC	SINGLE	Kocuria rosea DSM 20447
SRR9620888	SRX6383899	SRS5043426	SRP212609	PRJNA547246	Kocuria rosea	DSM 20447	PACBIO_SMRT	Sequel	1097862002	229428	WGS	GENOMIC	SINGLE	Kocuria rosea DSM 20447
SRR9620796	SRX6383809	SRS5043393	SRP212604	PRJNA547256	Microbacterium halimionae	DSM 27576	PACBIO_SMRT	Sequel	1682712088	377373	WGS	GENOMIC	SINGLE	Microbacterium halimionae DSM 27576
SRR9620797	SRX6383808	SRS5043393	SRP212604	PRJNA547256	Microbacterium halimionae	DSM 27576	PACBIO_SMRT	Sequel	1516321094	345480	WGS	GENOMIC	SINGLE	Microbacterium halimionae DSM 27576
SRR9620711	SRX6383724	SRS5043309	SRP212600	PRJNA547241	Leifsonia aquatica	DSM 20146	PACBIO_SMRT	Sequel	717456658	194721	WGS	GENOMIC	SINGLE	Leifsonia aquatica DSM 20146
SRR9620712	SRX6383723	SRS5043309	SRP212600	PRJNA547241	Leifsonia aquatica	DSM 20146	PACBIO_SMRT	Sequel	1104605786	313658	WGS	GENOMIC	SINGLE	Leifsonia aquatica DSM 20146
SRR9620709	SRX6383722	SRS5043308	SRP212599	PRJNA547257	Microbacterium endophyticum	DSM 27099	PACBIO_SMRT	Sequel	884339875	220942	WGS	GENOMIC	SINGLE	Microbacterium endophyticum DSM 27099
SRR9620710	SRX6383721	SRS5043308	SRP212599	PRJNA547257	Microbacterium endophyticum	DSM 27099	PACBIO_SMRT	Sequel	1383479116	357829	WGS	GENOMIC	SINGLE	Microbacterium endophyticum DSM 27099
SRR9620697	SRX6383710	SRS5043297	SRP212596	PRJNA547255	Garicola koreensis	DSM 28238	PACBIO_SMRT	Sequel	2617519343	749015	WGS	GENOMIC	SINGLE	Garicola koreensis DSM 28238
SRR9620698	SRX6383709	SRS5043297	SRP212596	PRJNA547255	Garicola koreensis	DSM 28238	PACBIO_SMRT	Sequel	1679221252	465117	WGS	GENOMIC	SINGLE	Garicola koreensis DSM 28238
SRR9620675	SRX6383688	SRS5043285	SRP212591	PRJNA547259	Aeriscardovia aeriphila	DSM 22365	PACBIO_SMRT	Sequel	715751061	259194	WGS	GENOMIC	SINGLE	Aeriscardovia aeriphila DSM 22365
SRR9620676	SRX6383687	SRS5043285	SRP212591	PRJNA547259	Aeriscardovia aeriphila	DSM 22365	PACBIO_SMRT	Sequel	184853056	66348	WGS	GENOMIC	SINGLE	Aeriscardovia aeriphila DSM 22365
SRR9620673	SRX6383686	SRS5043284	SRP212590	PRJNA547258	Helcobacillus massiliensis	DSM 23040	PACBIO_SMRT	Sequel	246235931	54200	WGS	GENOMIC	SINGLE	Helcobacillus massiliensis DSM 23040
SRR9620674	SRX6383685	SRS5043284	SRP212590	PRJNA547258	Helcobacillus massiliensis	DSM 23040	PACBIO_SMRT	Sequel	818215600	190445	WGS	GENOMIC	SINGLE	Helcobacillus massiliensis DSM 23040
SRR9620536	SRX6383553	SRS5043155	SRP212583	PRJNA547242	Actinoplanes teichomyceticus	DSM 43866	PACBIO_SMRT	Sequel	793671801	210856	WGS	GENOMIC	SINGLE	Actinoplanes teichomyceticus DSM 43866
SRR9620537	SRX6383552	SRS5043155	SRP212583	PRJNA547242	Actinoplanes teichomyceticus	DSM 43866	PACBIO_SMRT	Sequel	819200786	215367	WGS	GENOMIC	SINGLE	Actinoplanes teichomyceticus DSM 43866
SRR9620243	SRX6383260	SRS5042862	SRP212578	PRJNA547248	Thermopolyspora flexuosa	DSM 43186	PACBIO_SMRT	Sequel	1262257092	665605	WGS	GENOMIC	SINGLE	Thermopolyspora flexuosa DSM 43186
SRR9620244	SRX6383259	SRS5042862	SRP212578	PRJNA547248	Thermopolyspora flexuosa	DSM 43186	PACBIO_SMRT	Sequel	1280487391	798337	WGS	GENOMIC	SINGLE	Thermopolyspora flexuosa DSM 43186
SRR9620234	SRX6383257	SRS5042860	SRP212576	PRJNA547249	Actinomadura hallensis	DSM 45043	PACBIO_SMRT	Sequel	1131075659	359915	WGS	GENOMIC	SINGLE	Actinomadura hallensis DSM 45043
SRR9620235	SRX6383256	SRS5042860	SRP212576	PRJNA547249	Actinomadura hallensis	DSM 45043	PACBIO_SMRT	Sequel	1353148241	429102	WGS	GENOMIC	SINGLE	Actinomadura hallensis DSM 45043
SRR9620229	SRX6383252	SRS5042856	SRP212575	PRJNA547252	Pseudonocardia hierapolitana	DSM 45671	PACBIO_SMRT	Sequel	713167781	183556	WGS	GENOMIC	SINGLE	Pseudonocardia hierapolitana DSM 45671
SRR9620230	SRX6383251	SRS5042856	SRP212575	PRJNA547252	Pseudonocardia hierapolitana	DSM 45671	PACBIO_SMRT	Sequel	939275832	265178	WGS	GENOMIC	SINGLE	Pseudonocardia hierapolitana DSM 45671
SRR9620227	SRX6383250	SRS5042855	SRP212574	PRJNA547254	Amycolatopsis viridis	DSM 45668	PACBIO_SMRT	Sequel	408246513	101679	WGS	GENOMIC	SINGLE	Amycolatopsis viridis DSM 45668
SRR9620228	SRX6383249	SRS5042855	SRP212574	PRJNA547254	Amycolatopsis viridis	DSM 45668	PACBIO_SMRT	Sequel	1345545225	357977	WGS	GENOMIC	SINGLE	Amycolatopsis viridis DSM 45668
SRR9619900	SRX6382923	SRS5042529	SRP212570	PRJNA547261	Microcella alkalica	DSM 19663	PACBIO_SMRT	Sequel	932762429	293809	WGS	GENOMIC	SINGLE	Yonghaparkia alkaliphila DSM 19663
SRR9619901	SRX6382922	SRS5042529	SRP212570	PRJNA547261	Microcella alkalica	DSM 19663	PACBIO_SMRT	Sequel	658906903	252646	WGS	GENOMIC	SINGLE	Yonghaparkia alkaliphila DSM 19663
SRR9619877	SRX6382900	SRS5042507	SRP212569	PRJNA547245	Haloactinospora alba	DSM 45015	PACBIO_SMRT	Sequel	736758727	202936	WGS	GENOMIC	SINGLE	Haloactinospora alba DSM 45015
SRR9619878	SRX6382899	SRS5042507	SRP212569	PRJNA547245	Haloactinospora alba	DSM 45015	PACBIO_SMRT	Sequel	718842648	200988	WGS	GENOMIC	SINGLE	Haloactinospora alba DSM 45015
SRR9619875	SRX6382898	SRS5042506	SRP212568	PRJNA547243	Auritidibacter ignavus	DSM 45359	PACBIO_SMRT	Sequel	1472754548	368497	WGS	GENOMIC	SINGLE	Auritidibacter ignavus DSM 45359
SRR9619876	SRX6382897	SRS5042506	SRP212568	PRJNA547243	Auritidibacter ignavus	DSM 45359	PACBIO_SMRT	Sequel	1214278356	278569	WGS	GENOMIC	SINGLE	Auritidibacter ignavus DSM 45359
SRR9619872	SRX6382895	SRS5042504	SRP212567	PRJNA547251	Actinopolyspora sp. DSM 45965	DSM 45965	PACBIO_SMRT	Sequel	1268275354	649501	WGS	GENOMIC	SINGLE	Actinopolyspora sp. DSM 45965
SRR9619873	SRX6382894	SRS5042504	SRP212567	PRJNA547251	Actinopolyspora sp. DSM 45965	DSM 45965	PACBIO_SMRT	Sequel	1481098153	612173	WGS	GENOMIC	SINGLE	Actinopolyspora sp. DSM 45965
SRR9619838	SRX6382861	SRS5042456	SRP212551	PRJNA547247	Microlunatus antarcticus	DSM 11053	PACBIO_SMRT	Sequel	1317285257	308167	WGS	GENOMIC	SINGLE	Friedmanniella antarctica DSM 11053
SRR9619839	SRX6382860	SRS5042456	SRP212551	PRJNA547247	Microlunatus antarcticus	DSM 11053	PACBIO_SMRT	Sequel	1567939055	381524	WGS	GENOMIC	SINGLE	Friedmanniella antarctica DSM 11053
SRR9619723	SRX6382758	SRS5042354	SRP212549	PRJNA547239	Micromonospora sp. CNZ286	CNZ286	PACBIO_SMRT	Sequel	6561151013	3467408	WGS	GENOMIC	SINGLE	Micromonospora sp. CNZ286
SRR9619724	SRX6382757	SRS5042354	SRP212549	PRJNA547239	Micromonospora sp. CNZ286	CNZ286	PACBIO_SMRT	Sequel	3997753252	2061126	WGS	GENOMIC	SINGLE	Micromonospora sp. CNZ286
SRR9619721	SRX6382756	SRS5042353	SRP212548	PRJNA547238	Streptomyces sp. CNZ298	CNZ298	PACBIO_SMRT	Sequel	2794692494	1133342	WGS	GENOMIC	SINGLE	Streptomyces sp. CNZ298
SRR9619722	SRX6382755	SRS5042353	SRP212548	PRJNA547238	Streptomyces sp. CNZ298	CNZ298	PACBIO_SMRT	Sequel	4466709769	1572758	WGS	GENOMIC	SINGLE	Streptomyces sp. CNZ298
SRR9619699	SRX6382744	SRS5042342	SRP212547	PRJNA547240	Micromonospora sp. CNZ280	CNZ280	PACBIO_SMRT	Sequel	5481230806	1366101	WGS	GENOMIC	SINGLE	Micromonospora sp. CNZ280
SRR9619700	SRX6382743	SRS5042342	SRP212547	PRJNA547240	Micromonospora sp. CNZ280	CNZ280	PACBIO_SMRT	Sequel	4280653675	1366325	WGS	GENOMIC	SINGLE	Micromonospora sp. CNZ280
SRR9619577	SRX6382622	SRS2395786	SRP114330	PRJNA363961	Streptomyces sp. 3211.3	3211.3	PACBIO_SMRT	Sequel	1456887367	310335	WGS	GENOMIC	SINGLE	Streptomyces sp. 3211.3
SRR9619578	SRX6382621	SRS2395786	SRP114330	PRJNA363961	Streptomyces sp. 3211.3	3211.3	PACBIO_SMRT	Sequel	1600603800	327164	WGS	GENOMIC	SINGLE	Streptomyces sp. 3211.3
SRR9618667	SRX6381713	SRS2813979	SRP128228	PRJNA347179	Streptomyces sp. 3211.5	3211.5	PACBIO_SMRT	Sequel	1231334985	253333	WGS	GENOMIC	SINGLE	Streptomyces sp. 3211.5
SRR9618668	SRX6381712	SRS2813979	SRP128228	PRJNA347179	Streptomyces sp. 3211.5	3211.5	PACBIO_SMRT	Sequel	1358290634	268068	WGS	GENOMIC	SINGLE	Streptomyces sp. 3211.5
SRR9611264	SRX6374403	SRS5035208	SRP212284	PRJNA549380	Labrenzia sp. PHM005	PHM005	PACBIO_SMRT	PacBio RS II	3252804031	163482	WGS	GENOMIC	PAIRED	Sequencing of Labrenzia sp. PHM005 chromosome: PacBio
SRR9609586	SRX6372980	SRS5034045	SRP212221	PRJNA491202	Corynebacterium xerosis	GS 1	PACBIO_SMRT	Sequel	622740376	155567	WGS	GENOMIC	SINGLE	WGS:Corynebacterium xerosis
SRR9599543	SRX6364941	SRS5026234	SRP212029	PRJNA529963	Dehalococcoides mccartyi	FL2	PACBIO_SMRT	PacBio RS II	1115845631	163482	WGS	GENOMIC	PAIRED	PacBio of DhcFL2
ERR3396648	ERX3420511	ERS1436283	ERP024062	PRJEB21775	Streptococcus suis		PACBIO_SMRT	PacBio RS	745351829	163482	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR3396647	ERX3420510	ERS1436282	ERP024062	PRJEB21775	Streptococcus suis		PACBIO_SMRT	PacBio RS	1508617704	163482	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR3396646	ERX3420509	ERS1436281	ERP024062	PRJEB21775	Streptococcus suis		PACBIO_SMRT	PacBio RS	584111328	163482	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR3396645	ERX3420508	ERS1436280	ERP024062	PRJEB21775	Streptococcus suis		PACBIO_SMRT	PacBio RS	903922752	163482	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR3396644	ERX3420507	ERS1436279	ERP024062	PRJEB21775	Streptococcus suis		PACBIO_SMRT	PacBio RS	1060551523	163482	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR3396643	ERX3420506	ERS1760544	ERP014552	PRJEB13014	Streptococcus pyogenes		PACBIO_SMRT	PacBio RS	2406989546	163482	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR3396642	ERX3420505	ERS1760543	ERP014552	PRJEB13014	Enterococcus faecium		PACBIO_SMRT	PacBio RS	1316667253	163482	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR3396641	ERX3420504	ERS1760542	ERP014552	PRJEB13014	Streptococcus pyogenes		PACBIO_SMRT	PacBio RS	1159444119	163482	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR3396640	ERX3420503	ERS1760541	ERP014552	PRJEB13014	Streptococcus pyogenes		PACBIO_SMRT	PacBio RS	2172231872	163482	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR3396639	ERX3420502	ERS2444058	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	333610814	284395	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR3396638	ERX3420501	ERS2444057	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	602865603	689207	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR3396637	ERX3420500	ERS2444056	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	290441451	502664	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR3396636	ERX3420499	ERS2444055	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	822601705	744079	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR3396635	ERX3420498	ERS2444054	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	718838495	753019	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR3396634	ERX3420497	ERS2444053	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	943216242	832138	WGS	GENOMIC	SINGLE	Sequel sequencing
SRR9592371	SRX6358157	SRS5020836	SRP211871	PRJNA484981	Bacteroides xylanisolvens	H204	PACBIO_SMRT	Sequel	871872791	84485	WGS	GENOMIC	SINGLE	Bacteroides xylanisolvens H204 PacBio reads
SRR9592372	SRX6358156	SRS5020835	SRP211871	PRJNA484981	Bacteroides ovatus	3725 D1 iv	PACBIO_SMRT	Sequel	2428932586	216068	WGS	GENOMIC	SINGLE	Bacteroides ovatus 3725 D1 iv PacBio reads
SRR9592373	SRX6358155	SRS5020834	SRP211871	PRJNA484981	Bacteroides xylanisolvens	H207	PACBIO_SMRT	Sequel	1480137750	134576	WGS	GENOMIC	SINGLE	Bacteroides xylanisolvens H207 PacBio reads
SRR9590225	SRX6356020	SRS5017657	SRP042343	PRJNA243331	Enterococcus faecium	CFSAN059070	PACBIO_SMRT	PacBio RS II	2381877608	163482	WGS	GENOMIC	SINGLE	Whole genome PacBio RS sequence of Enterococcus faecium
SRR9589953	SRX6355748	SRS5017657	SRP042343	PRJNA243331	Enterococcus faecium	CFSAN059070	PACBIO_SMRT	PacBio RS II	1586077681	163482	WGS	GENOMIC	SINGLE	Whole genome PacBio RS sequence of Enterococcus faecium
SRR9588919	SRX6354746	SRS5017657	SRP042343	PRJNA243331	Enterococcus faecium	CFSAN059070	PACBIO_SMRT	PacBio RS II	2191122159	163482	WGS	GENOMIC	SINGLE	Whole genome PacBio RS sequence of Enterococcus faecium
SRR9588640	SRX6354467	SRS5017434	SRP211812	PRJNA549270	Mycobacterium tuberculosis	MT-0080	PACBIO_SMRT	PacBio RS II	1218524673	149163	WGS	GENOMIC	SINGLE	Deep sequencing a major TB outbreak in the Canadian Arctic
ERR3385640	ERX3409524	ERS3527553	ERP115886	PRJEB33118	Dyadobacter sp. 32		PACBIO_SMRT	PacBio RS	414218672	48271	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR8181874	SRX5001841	SRS4036540	SRP169526	PRJNA269083	Acinetobacter baumannii	A85	PACBIO_SMRT	PacBio RS II	1777212265	175588	WGS	GENOMIC	SINGLE	PacBio sequencing A85
SRR9326681	SRX6093590	SRS4994595	SRP201857	PRJNA549279	Bradyrhizobium sp. 3	65S1MB	PACBIO_SMRT	PacBio RS II	354177227	163482	WGS	GENOMIC	SINGLE	Whole genome sequencing of Bradyrhizobium sp. strain 65S1MB
SRR9326682	SRX6093589	SRS4994595	SRP201857	PRJNA549279	Bradyrhizobium sp. 3	65S1MB	PACBIO_SMRT	PacBio RS II	1340339960	163482	WGS	GENOMIC	SINGLE	Whole genome sequencing of Bradyrhizobium sp. strain 65S1MB
ERR3382759	ERX3406855	ERS2444047	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	831656367	184140	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR3382758	ERX3406854	ERS2444052	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	674457034	138796	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR3382757	ERX3406853	ERS2444051	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	903134466	203408	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR3382756	ERX3406852	ERS2444050	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	809297671	196308	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR3382755	ERX3406851	ERS2444049	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	1458402290	325110	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR3382754	ERX3406850	ERS2444048	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	782417042	182747	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR3382753	ERX3406849	ERS2444058	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	55967519	25003	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR3382752	ERX3406848	ERS2444057	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	92520166	58745	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR3382751	ERX3406847	ERS2444056	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	47484180	35917	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR3382750	ERX3406846	ERS2444055	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	135467862	65439	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR3382749	ERX3406845	ERS2444054	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	105477369	58237	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR3382748	ERX3406844	ERS2444053	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	144598978	70862	WGS	GENOMIC	SINGLE	Sequel sequencing
SRR9313687	SRX6081250	SRS4983016	SRP167898	PRJNA503905	Acinetobacter baumannii	A320 (RUH134)	PACBIO_SMRT	PacBio RS	1279138368	78048	WGS	GENOMIC	SINGLE	WGS of A. baumannii strain A320
SRR9311569	SRX6079218	SRS4981090	SRP201621	PRJNA548858	Brucella melitensis	BV3	PACBIO_SMRT	Sequel	3312257	2	WGS	GENOMIC	SINGLE	Whole sequence of brucella
ERR3372818	ERX3396970	ERS2394105	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	1120700826	227582	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR3372817	ERX3396969	ERS2394110	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	1182005347	253143	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR3372816	ERX3396968	ERS2394109	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	967609065	205512	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR3372815	ERX3396967	ERS2394108	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	1257106497	259666	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR3372814	ERX3396966	ERS2394107	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	1514064396	295125	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR3372813	ERX3396965	ERS2394106	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	1008572411	240781	WGS	GENOMIC	SINGLE	Sequel sequencing
ERR3372812	ERX3396964	ERS2394104	ERP011196	PRJEB10018	Klebsiella pneumoniae		PACBIO_SMRT	Sequel	1133176113	229184	WGS	GENOMIC	SINGLE	Sequel sequencing
