srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR3441664	SRX1727903	SRS1360291	SRP050002	PRJNA266616	Bordetella pertussis	I475	PACBIO_SMRT	PacBio RS II	867754181.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441663	SRX1727902	SRS1360291	SRP050002	PRJNA266616	Bordetella pertussis	I475	PACBIO_SMRT	PacBio RS II	966391241.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441662	SRX1727901	SRS738757	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	620875725.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441661	SRX1727900	SRS738757	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	661688114.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3440951	SRX1727265	SRS346746	SRP013876	PRJNA84221	Pelosinus fermentans DSM 17108	R7	PACBIO_SMRT	PacBio RS II	611427362.0	163482.0	WGS	GENOMIC	SINGLE	Pelosinus fermentans R7 (DSM 17108) PacBio Sequencing
SRR3440954	SRX1727265	SRS346746	SRP013876	PRJNA84221	Pelosinus fermentans DSM 17108	R7	PACBIO_SMRT	PacBio RS II	714677233.0	163482.0	WGS	GENOMIC	SINGLE	Pelosinus fermentans R7 (DSM 17108) PacBio Sequencing
SRR3440235	SRX1726643	SRS1412072	SRP073916	PRJNA310335	Alkalithermobacter thermoalcaliphilus JW-YL-7 = DSM 7308	JW-YL-7	PACBIO_SMRT	PacBio RS II	1149025072.0	163482.0	WGS	GENOMIC	SINGLE	Clostridium paradoxum JW-YL-7 PacBio Sequencing
SRR3440236	SRX1726643	SRS1412072	SRP073916	PRJNA310335	Alkalithermobacter thermoalcaliphilus JW-YL-7 = DSM 7308	JW-YL-7	PACBIO_SMRT	PacBio RS II	818492459.0	163482.0	WGS	GENOMIC	SINGLE	Clostridium paradoxum JW-YL-7 PacBio Sequencing
SRR3440238	SRX1726643	SRS1412072	SRP073916	PRJNA310335	Alkalithermobacter thermoalcaliphilus JW-YL-7 = DSM 7308	JW-YL-7	PACBIO_SMRT	PacBio RS II	828355003.0	163482.0	WGS	GENOMIC	SINGLE	Clostridium paradoxum JW-YL-7 PacBio Sequencing
SRR3440102	SRX1726542	SRS1412055	SRP073909	PRJNA319469	Lactobacillus helveticus	FAM22155	PACBIO_SMRT	PacBio RS II	2631717271.0	163482.0	WGS	GENOMIC	SINGLE	Pacbio RSII data of Lactobacillus helveticus FAM22155
SRR3440104	SRX1726542	SRS1412055	SRP073909	PRJNA319469	Lactobacillus helveticus	FAM22155	PACBIO_SMRT	PacBio RS II	2438351159.0	163482.0	WGS	GENOMIC	SINGLE	Pacbio RSII data of Lactobacillus helveticus FAM22155
SRR3440105	SRX1726542	SRS1412055	SRP073909	PRJNA319469	Lactobacillus helveticus	FAM22155	PACBIO_SMRT	PacBio RS II	2684444232.0	163482.0	WGS	GENOMIC	SINGLE	Pacbio RSII data of Lactobacillus helveticus FAM22155
SRR3439939	SRX1726359	SRS1411915	SRP073875	PRJNA319465	Lactobacillus helveticus	FAM8627	PACBIO_SMRT	PacBio RS II	817062540.0	163482.0	WGS	GENOMIC	SINGLE	Pacbio RSII data of Lactobacillus helveticus FAM8627
SRR3439942	SRX1726359	SRS1411915	SRP073875	PRJNA319465	Lactobacillus helveticus	FAM8627	PACBIO_SMRT	PacBio RS II	890247414.0	163482.0	WGS	GENOMIC	SINGLE	Pacbio RSII data of Lactobacillus helveticus FAM8627
SRR3439948	SRX1726359	SRS1411915	SRP073875	PRJNA319465	Lactobacillus helveticus	FAM8627	PACBIO_SMRT	PacBio RS II	842400332.0	163482.0	WGS	GENOMIC	SINGLE	Pacbio RSII data of Lactobacillus helveticus FAM8627
SRR3438529	SRX1725697	SRS1411304	SRP073812	PRJNA318633	Enterococcus faecalis	sorialis	PACBIO_SMRT	PacBio RS II	3638327419.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3438476	SRX1725690	SRS1411304	SRP073812	PRJNA318633	Enterococcus faecalis	sorialis	PACBIO_SMRT	PacBio RS II	2922075657.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3438475	SRX1725686	SRS1411304	SRP073812	PRJNA318633	Enterococcus faecalis	sorialis	PACBIO_SMRT	PacBio RS II	2317825517.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3439603	SRX1725197	SRS1410617	SRP073798	PRJNA319462	Lactobacillus helveticus	FAM8105	PACBIO_SMRT	PacBio RS II	2101379834.0	163482.0	WGS	GENOMIC	SINGLE	Pacbio RSII data of Lactobacillus helveticus FAM8105
SRR3439608	SRX1725197	SRS1410617	SRP073798	PRJNA319462	Lactobacillus helveticus	FAM8105	PACBIO_SMRT	PacBio RS II	2380070082.0	163482.0	WGS	GENOMIC	SINGLE	Pacbio RSII data of Lactobacillus helveticus FAM8105
SRR3439617	SRX1725197	SRS1410617	SRP073798	PRJNA319462	Lactobacillus helveticus	FAM8105	PACBIO_SMRT	PacBio RS II	2837357454.0	163482.0	WGS	GENOMIC	SINGLE	Pacbio RSII data of Lactobacillus helveticus FAM8105
SRR3419353	SRX1720781	SRS606102	SRP041942	PRJNA217033	Anaplasma phagocytophilum str. Norway variant2	Norway variant2	PACBIO_SMRT	PacBio RS II	2566055192.0	163482.0	WGS	GENOMIC	SINGLE	PacBiorun1
SRR3419778	SRX1720781	SRS606102	SRP041942	PRJNA217033	Anaplasma phagocytophilum str. Norway variant2	Norway variant2	PACBIO_SMRT	PacBio RS II	2447058092.0	163482.0	WGS	GENOMIC	SINGLE	PacBiorun1
ERR1366099	ERX1437369	ERS953247	ERP013039	PRJEB11640	Chlamydia sp.		PACBIO_SMRT	PacBio RS	1817081574.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1366084	ERX1437354	ERS1049103	ERP005928	PRJEB6403	Escherichia coli	NCTC9064	PACBIO_SMRT	PacBio RS	1052504559.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1366083	ERX1437353	ERS1049102	ERP005928	PRJEB6403	Escherichia coli	NCTC9056	PACBIO_SMRT	PacBio RS	1496120906.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1366082	ERX1437352	ERS1049101	ERP005928	PRJEB6403	Escherichia coli	NCTC9037	PACBIO_SMRT	PacBio RS	1752266588.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1366081	ERX1437351	ERS1049100	ERP005928	PRJEB6403	Escherichia coli	NCTC9020	PACBIO_SMRT	PacBio RS	1733763171.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1366080	ERX1437350	ERS1049099	ERP005928	PRJEB6403	Escherichia coli	NCTC9018	PACBIO_SMRT	PacBio RS	1738969931.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1366079	ERX1437349	ERS1049098	ERP005928	PRJEB6403	Actinobacillus equuli	NCTC8529	PACBIO_SMRT	PacBio RS	1269197502.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1366078	ERX1437348	ERS1049097	ERP005928	PRJEB6403	Klebsiella pneumoniae subsp. pneumoniae	NCTC7761	PACBIO_SMRT	PacBio RS	2153502889.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1366077	ERX1437347	ERS1049096	ERP005928	PRJEB6403	Streptococcus criceti	NCTC12277	PACBIO_SMRT	PacBio RS	2803963392.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1366076	ERX1437346	ERS1049095	ERP005928	PRJEB6403	Streptococcus suis	NCTC10234	PACBIO_SMRT	PacBio RS	1930695720.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1366075	ERX1437345	ERS1043816	ERP005928	PRJEB6403	Lactobacillus gasseri	NCTC13722	PACBIO_SMRT	PacBio RS	1953367921.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1366074	ERX1437344	ERS1043815	ERP005928	PRJEB6403	Streptococcus agalactiae	NCTC8187	PACBIO_SMRT	PacBio RS	2161388559.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1366073	ERX1437343	ERS1043814	ERP005928	PRJEB6403	Enterococcus faecium	NCTC7379	PACBIO_SMRT	PacBio RS	2137610557.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1366072	ERX1437342	ERS1043806	ERP005928	PRJEB6403	Stenotrophomonas maltophilia	NCTC10258	PACBIO_SMRT	PacBio RS	1486866073.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR3400371	SRX1711637	SRS1401597	SRP073452	PRJNA305626	Escherichia coli JJ1887	JJ1887	PACBIO_SMRT	PacBio RS II	1449260531.0	163482.0	WGS	GENOMIC	SINGLE	Escherichia coli strain JJ1887
ERR1354181	ERX1425656	ERS1043813	ERP005928	PRJEB6403	Enterococcus faecium	NCTC7171	PACBIO_SMRT	PacBio RS	2835429586.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354180	ERX1425655	ERS1043812	ERP005928	PRJEB6403	Enterococcus faecalis	NCTC775	PACBIO_SMRT	PacBio RS	3879889394.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354179	ERX1425654	ERS1043811	ERP005928	PRJEB6403	Pseudomonas aeruginosa	NCTC12903	PACBIO_SMRT	PacBio RS	793199537.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354178	ERX1425653	ERS1043810	ERP005928	PRJEB6403	Pseudomonas aeruginosa	NCTC11447	PACBIO_SMRT	PacBio RS	1176697706.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354177	ERX1425652	ERS1043809	ERP005928	PRJEB6403	Pseudomonas aeruginosa	NCTC11445	PACBIO_SMRT	PacBio RS	927149494.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354176	ERX1425651	ERS1043808	ERP005928	PRJEB6403	Ectopseudomonas mendocina	NCTC10899	PACBIO_SMRT	PacBio RS	1341978060.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354175	ERX1425650	ERS1043807	ERP005928	PRJEB6403	Staphylococcus aureus	NCTC10649	PACBIO_SMRT	PacBio RS	681923452.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354174	ERX1425649	ERS1043805	ERP005928	PRJEB6403	Staphylococcus saprophyticus	NCTC7688	PACBIO_SMRT	PacBio RS	887358747.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354173	ERX1425648	ERS1037096	ERP005928	PRJEB6403	Campylobacter jejuni	NCTC12850	PACBIO_SMRT	PacBio RS	2307755991.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354172	ERX1425647	ERS1037095	ERP005928	PRJEB6403	Haemophilus haemolyticus	NCTC10659	PACBIO_SMRT	PacBio RS	4533394267.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354171	ERX1425646	ERS1037094	ERP005928	PRJEB6403	Klebsiella pneumoniae	NCTC8164	PACBIO_SMRT	PacBio RS	1229342892.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354170	ERX1425645	ERS1037093	ERP005928	PRJEB6403	Streptococcus pneumoniae	NCTC7978	PACBIO_SMRT	PacBio RS	2065520940.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354169	ERX1425644	ERS1037092	ERP005928	PRJEB6403	Yersinia pseudotuberculosis	NCTC3571	PACBIO_SMRT	PacBio RS	1622331007.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354168	ERX1425643	ERS1037091	ERP005928	PRJEB6403	Streptococcus sobrinus	NCTC12279	PACBIO_SMRT	PacBio RS	1278954120.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354167	ERX1425642	ERS1037090	ERP005928	PRJEB6403	Streptococcus sobrinus	NCTC10921	PACBIO_SMRT	PacBio RS	3223481676.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354166	ERX1425641	ERS1037089	ERP005928	PRJEB6403	Streptococcus pyogenes	NCTC10874	PACBIO_SMRT	PacBio RS	2577084539.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354165	ERX1425640	ERS1037088	ERP005928	PRJEB6403	Streptococcus milleri	NCTC10708	PACBIO_SMRT	PacBio RS	3288694962.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354164	ERX1425639	ERS1037087	ERP005928	PRJEB6403	Streptococcus pyogenes	NCTC8308	PACBIO_SMRT	PacBio RS	2280600896.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354163	ERX1425638	ERS1037086	ERP005928	PRJEB6403	Streptococcus pyogenes	NCTC8302	PACBIO_SMRT	PacBio RS	2301922475.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354162	ERX1425637	ERS1037085	ERP005928	PRJEB6403	Streptococcus agalactiae	NCTC8185	PACBIO_SMRT	PacBio RS	2111803666.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354161	ERX1425636	ERS1037084	ERP005928	PRJEB6403	Streptococcus agalactiae	NCTC8183	PACBIO_SMRT	PacBio RS	3478658193.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354160	ERX1425635	ERS1037083	ERP005928	PRJEB6403	Streptococcus agalactiae	NCTC6175	PACBIO_SMRT	PacBio RS	1996123253.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354159	ERX1425634	ERS1037082	ERP005928	PRJEB6403	Streptococcus dysgalactiae subsp. dysgalactiae	NCTC4670	PACBIO_SMRT	PacBio RS	2802253061.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354158	ERX1425633	ERS1031247	ERP005928	PRJEB6403	Streptomyces griseus	NCTC13033	PACBIO_SMRT	PacBio RS	2195925329.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1354157	ERX1425632	ERS1031246	ERP005928	PRJEB6403	Pseudomonas aeruginosa	NCTC11839	PACBIO_SMRT	PacBio RS	2179736429.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR3371369	SRX1700889	SRS1394024	SRP073214	PRJNA317555	Flavonifractor plautii	YL31	PACBIO_SMRT	PacBio RS II	1285935487.0	163482.0	WGS	GENOMIC	PAIRED	Whole genome sequencing of Pseudoflavonifractor YL31: single colony isolate
SRR3371368	SRX1700888	SRS1394025	SRP073214	PRJNA317555	Blautia pseudococcoides	YL58	PACBIO_SMRT	PacBio RS II	882488091.0	163482.0	WGS	GENOMIC	PAIRED	Whole genome sequencing of Blautia YL58: single colony isolate
SRR3371367	SRX1700887	SRS1394026	SRP073214	PRJNA317555	Lachnoclostridium sp. YL32	YL32	PACBIO_SMRT	PacBio RS II	1438253697.0	163482.0	WGS	GENOMIC	PAIRED	Whole genome sequencing of Lachnoclostridium YL32: single colony isolate
SRR3371366	SRX1700886	SRS1394027	SRP073214	PRJNA317555	Limosilactobacillus reuteri	I49	PACBIO_SMRT	PacBio RS II	1335895647.0	163482.0	WGS	GENOMIC	PAIRED	Whole genome sequencing of Lactobacillus I49: single colony isolate
SRR3371365	SRX1700885	SRS1394012	SRP073214	PRJNA317555	Enterococcus faecalis	KB1	PACBIO_SMRT	PacBio RS II	2404816361.0	163482.0	WGS	GENOMIC	PAIRED	Whole genome sequencing of Enterococcus KB1: single colony isolate
SRR3371364	SRX1700884	SRS1394005	SRP073214	PRJNA317555	Akkermansia muciniphila	YL44	PACBIO_SMRT	PacBio RS II	1621721735.0	163482.0	WGS	GENOMIC	PAIRED	Whole genome sequencing of Akkermansia YL44: single colony isolate
SRR3371363	SRX1700883	SRS1394006	SRP073214	PRJNA317555	Burkholderiales bacterium YL45	YL45	PACBIO_SMRT	PacBio RS II	1817098457.0	163482.0	WGS	GENOMIC	PAIRED	Whole genome sequencing of Burkholderiales YL45: single colony isolate
SRR3371362	SRX1700882	SRS1394007	SRP073214	PRJNA317555	Bacteroides caecimuris	I48	PACBIO_SMRT	PacBio RS II	1668454439.0	163482.0	WGS	GENOMIC	PAIRED	Whole genome sequencing of Bacteroides I48: single colony isolate
SRR3371361	SRX1700881	SRS1394008	SRP073214	PRJNA317555	Erysipelotrichaceae bacterium I46	I46	PACBIO_SMRT	PacBio RS II	1973892586.0	163482.0	WGS	GENOMIC	PAIRED	Whole genome sequencing of Erysipelotrichaceae I46: single colony isolate
SRR3371360	SRX1700880	SRS1394009	SRP073214	PRJNA317555	Hungateiclostridiaceae bacterium KB18	KB18	PACBIO_SMRT	PacBio RS II	557563123.0	163482.0	WGS	GENOMIC	PAIRED	Whole genome sequencing of Ruminiclostridium KB18: single colony isolate
SRR3371359	SRX1700879	SRS1394010	SRP073214	PRJNA317555	Muribaculum intestinale	YL27	PACBIO_SMRT	PacBio RS II	1068980679.0	163482.0	WGS	GENOMIC	PAIRED	Whole genome sequencing of Parabacteroides YL27: single colony isolate
SRR3371358	SRX1700878	SRS1394011	SRP073214	PRJNA317555	Bifidobacterium animalis subsp. animalis	YL2	PACBIO_SMRT	PacBio RS II	1159692093.0	163482.0	WGS	GENOMIC	PAIRED	Whole genome sequencing of Bifidobacterium YL2: single colony isolate
SRR3356531	SRX1690270	SRS1384280	SRP073114	PRJNA299765	Escherichia coli	SRCC 1675	PACBIO_SMRT	PacBio RS II	776349543.0	107184.0	WGS	GENOMIC	SINGLE	Genome sequences of Escherichia coli O157:H7 strain SRCC 1675
SRR3322635	SRX1674903	SRS1371737	SRP072770	PRJNA317167	Salmonella enterica subsp. enterica serovar Typhimurium	NC983	PACBIO_SMRT	PacBio RS II	918279130.0	163482.0	WGS	GENOMIC	SINGLE	Salmonella enterica subsp. enterica serovar Typhimurium str. NC983
SRR4017864	SRX1674903	SRS1371737	SRP072770	PRJNA317167	Salmonella enterica subsp. enterica serovar Typhimurium	NC983	PACBIO_SMRT	PacBio RS II	1044102228.0	163482.0	WGS	GENOMIC	SINGLE	Salmonella enterica subsp. enterica serovar Typhimurium str. NC983
SRR4017879	SRX1674903	SRS1371737	SRP072770	PRJNA317167	Salmonella enterica subsp. enterica serovar Typhimurium	NC983	PACBIO_SMRT	PacBio RS II	614510871.0	163482.0	WGS	GENOMIC	SINGLE	Salmonella enterica subsp. enterica serovar Typhimurium str. NC983
ERR1351129	ERX1422653	ERS1031245	ERP005928	PRJEB6403	Staphylococcus aureus	NCTC1803	PACBIO_SMRT	PacBio RS	1563790450.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1351128	ERX1422652	ERS1031244	ERP005928	PRJEB6403	Staphylococcus schweitzeri	NCTC13712	PACBIO_SMRT	PacBio RS	1412805109.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1351127	ERX1422651	ERS1031243	ERP005928	PRJEB6403	Staphylococcus argenteus	NCTC13711	PACBIO_SMRT	PacBio RS	2939635174.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1351126	ERX1422650	ERS1031242	ERP005928	PRJEB6403	Shewanella putrefaciens	NCTC12093	PACBIO_SMRT	PacBio RS	3054614373.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1351125	ERX1422649	ERS1031241	ERP005928	PRJEB6403	Achromobacter spanius	NCTC13519	PACBIO_SMRT	PacBio RS	1587797346.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1351124	ERX1422648	ERS1031240	ERP005928	PRJEB6403	Burkholderia oklahomensis	NCTC13388	PACBIO_SMRT	PacBio RS	1565198062.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1351123	ERX1422647	ERS1031239	ERP005928	PRJEB6403	Stenotrophomonas maltophilia	NCTC13014	PACBIO_SMRT	PacBio RS	2699483099.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1351122	ERX1422646	ERS1031238	ERP005928	PRJEB6403	Burkholderia cenocepacia	NCTC13010	PACBIO_SMRT	PacBio RS	1812134044.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1351121	ERX1422645	ERS1031236	ERP005928	PRJEB6403	Pseudomonas aeruginosa	NCTC12934	PACBIO_SMRT	PacBio RS	2943747205.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1351120	ERX1422644	ERS1031235	ERP005928	PRJEB6403	Ectopseudomonas mendocina	NCTC10898	PACBIO_SMRT	PacBio RS	2228110501.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1351119	ERX1422643	ERS1031234	ERP005928	PRJEB6403	Pseudomonas fluorescens	NCTC10783	PACBIO_SMRT	PacBio RS	1768659275.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1351118	ERX1422642	ERS1022038	ERP005928	PRJEB6403	Neisseria cinerea	NCTC10294	PACBIO_SMRT	PacBio RS	2405064390.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1351117	ERX1422641	ERS1022037	ERP005928	PRJEB6403	Citrobacter youngae	NCTC13708	PACBIO_SMRT	PacBio RS	2135284960.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1351116	ERX1422640	ERS1022033	ERP005928	PRJEB6403	Streptococcus pneumoniae	NCTC7466	PACBIO_SMRT	PacBio RS	1882152185.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1351115	ERX1422639	ERS980030	ERP005928	PRJEB6403	Klebsiella pneumoniae	NCTC10273	PACBIO_SMRT	PacBio RS	1539196044.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1351114	ERX1422638	ERS1022032	ERP005928	PRJEB6403	Streptococcus agalactiae	NCTC8180	PACBIO_SMRT	PacBio RS	1928938089.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR3343466	SRX1684855	SRS1379959	SRP072968	PRJNA317609	Acinetobacter pittii	IPK_TSA6.1	PACBIO_SMRT	PacBio RS II	1088127308.0	136232.0	WGS	GENOMIC	SINGLE	Genome sequence of an Acinetobacter pittii strain isolated from a community based microbiome
SRR3342818	SRX1684790	SRS1366015	SRP072484	PRJNA315088	Wohlfahrtiimonas chitiniclastica	BM-Y	PACBIO_SMRT	PacBio RS II	811942244.0	163482.0	WGS	GENOMIC	SINGLE	Complete Genome Sequence of Wohlfahrtiimonas chitiniclastica Strain BM-Y
SRR3342815	SRX1684789	SRS1366015	SRP072484	PRJNA315088	Wohlfahrtiimonas chitiniclastica	BM-Y	PACBIO_SMRT	PacBio RS II	1556587356.0	163482.0	WGS	GENOMIC	SINGLE	Complete Genome Sequence of Wohlfahrtiimonas chitiniclastica Strain BM-Y
SRR3342814	SRX1684788	SRS1366015	SRP072484	PRJNA315088	Wohlfahrtiimonas chitiniclastica	BM-Y	PACBIO_SMRT	PacBio RS II	775800695.0	163482.0	WGS	GENOMIC	SINGLE	Complete Genome Sequence of Wohlfahrtiimonas chitiniclastica Strain BM-Y
SRR3334920	SRX1680024	SRS1375372	SRP072860	PRJNA314427	Ralstonia solanacearum	YC40-M	PACBIO_SMRT	PacBio RS II	333623540.0	32381.0	WGS	GENOMIC	SINGLE	YC40-M pacbio data
ERR1344890	ERX1416462	ERS1022031	ERP005928	PRJEB6403	Streptococcus gordonii	NCTC7870	PACBIO_SMRT	PacBio RS	2253217255.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1344889	ERX1416461	ERS1022030	ERP005928	PRJEB6403	Streptococcus gordonii	NCTC3165	PACBIO_SMRT	PacBio RS	2230141081.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1341802	ERX1413374	ERS1093620	ERP014688	PRJEB13149	Bordetella ansorpii	H050680373	PACBIO_SMRT	PacBio RS	775634953.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1341801	ERX1413373	ERS1093620	ERP014688	PRJEB13149	Bordetella ansorpii	H050680373	PACBIO_SMRT	PacBio RS	800240962.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1341800	ERX1413372	ERS1093620	ERP014688	PRJEB13149	Bordetella ansorpii	H050680373	PACBIO_SMRT	PacBio RS	792667811.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1341799	ERX1413371	ERS1093620	ERP014688	PRJEB13149	Bordetella ansorpii	H050680373	PACBIO_SMRT	PacBio RS	773224924.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1341798	ERX1413370	ERS1093620	ERP014688	PRJEB13149	Bordetella ansorpii	H050680373	PACBIO_SMRT	PacBio RS	716164098.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1341797	ERX1413369	ERS1093620	ERP014688	PRJEB13149	Bordetella ansorpii	H050680373	PACBIO_SMRT	PacBio RS	789495804.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1341790	ERX1413362	ERS1093621	ERP014688	PRJEB13149	Bordetella trematum	H044680328	PACBIO_SMRT	PacBio RS	430748663.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1341789	ERX1413361	ERS1093621	ERP014688	PRJEB13149	Bordetella trematum	H044680328	PACBIO_SMRT	PacBio RS	446387886.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1341788	ERX1413360	ERS1093621	ERP014688	PRJEB13149	Bordetella trematum	H044680328	PACBIO_SMRT	PacBio RS	387993667.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1341787	ERX1413359	ERS1093621	ERP014688	PRJEB13149	Bordetella trematum	H044680328	PACBIO_SMRT	PacBio RS	546622016.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1341786	ERX1413358	ERS1093621	ERP014688	PRJEB13149	Bordetella trematum	H044680328	PACBIO_SMRT	PacBio RS	421368473.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1341784	ERX1413357	ERS1093622	ERP014688	PRJEB13149	Bordetella hinzii		PACBIO_SMRT	PacBio RS	60039796.0	81741.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1341785	ERX1413357	ERS1093622	ERP014688	PRJEB13149	Bordetella hinzii		PACBIO_SMRT	PacBio RS	38811988.0	81741.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1341782	ERX1413356	ERS1093623	ERP014688	PRJEB13149	Bordetella holmesii		PACBIO_SMRT	PacBio RS	209129055.0	81741.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1341783	ERX1413356	ERS1093623	ERP014688	PRJEB13149	Bordetella holmesii		PACBIO_SMRT	PacBio RS	107655591.0	81741.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1341780	ERX1413355	ERS1093623	ERP014688	PRJEB13149	Bordetella holmesii		PACBIO_SMRT	PacBio RS	229857322.0	81741.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1341781	ERX1413355	ERS1093623	ERP014688	PRJEB13149	Bordetella holmesii		PACBIO_SMRT	PacBio RS	105915672.0	81741.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
