srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR34988030	SRX30106770	SRS26170285	SRP608885	PRJNA1305322	Anaerocolumna aminovalerica	7690 006	OXFORD_NANOPORE	MinION	6571549467.0	831943.0	WGS	GENOMIC	SINGLE	ONT sequencing of Anaerocolumna aminovalerica strain
SRR34988031	SRX30106769	SRS26170284	SRP608885	PRJNA1305322	Mitsuokella jalaludinii	ss191	OXFORD_NANOPORE	MinION	2065438756.0	207690.0	WGS	GENOMIC	SINGLE	ONT sequencing of Mitsuokella jalaludinii strain
SRR34988032	SRX30106768	SRS26170283	SRP608885	PRJNA1305322	Chordicoccus furentiruminis	Bac PC1	OXFORD_NANOPORE	MinION	5723308832.0	698158.0	WGS	GENOMIC	SINGLE	ONT sequencing of Chordicoccus furentiruminis strain
SRR34988033	SRX30106767	SRS26170282	SRP608885	PRJNA1305322	Enterococcus gallinarum	7690 059	OXFORD_NANOPORE	MinION	288748660.0	42507.0	WGS	GENOMIC	SINGLE	ONT sequencing of Enterococcus gallinarum strain
SRR34988034	SRX30106766	SRS26170281	SRP608885	PRJNA1305322	Paenibacillus aceti	7690 051 b	OXFORD_NANOPORE	MinION	6522667853.0	924588.0	WGS	GENOMIC	SINGLE	ONT sequencing of Paenibacillus aceti strain
SRR34988035	SRX30106765	SRS26170280	SRP608885	PRJNA1305322	Clostridium sartagoforme	7842 030sw b	OXFORD_NANOPORE	MinION	3778660023.0	440664.0	WGS	GENOMIC	SINGLE	ONT sequencing of Clostridium sartagoforme strain
SRR34988036	SRX30106764	SRS26170279	SRP608885	PRJNA1305322	Citrobacter telavivensis	7842 030sw a	OXFORD_NANOPORE	MinION	4624342714.0	489575.0	WGS	GENOMIC	SINGLE	ONT sequencing of Citrobacter telavivensis strain
SRR34988037	SRX30106763	SRS26170278	SRP608885	PRJNA1305322	Chordicoccus furentiruminis	Bac PC8	OXFORD_NANOPORE	MinION	457769746.0	61093.0	WGS	GENOMIC	SINGLE	ONT sequencing of Chordicoccus furentiruminis strain
SRR34988038	SRX30106762	SRS26170277	SRP608885	PRJNA1305322	Actinomyces ruminicola	7842 042	OXFORD_NANOPORE	MinION	5644549442.0	801902.0	WGS	GENOMIC	SINGLE	ONT sequencing of Actinomyces ruminicola strain
SRR34988039	SRX30106761	SRS26170276	SRP608885	PRJNA1305322	Proteiniphilum acetatigenes	7842 036	OXFORD_NANOPORE	MinION	5334550536.0	515684.0	WGS	GENOMIC	SINGLE	ONT sequencing of Proteiniphilum acetatigenes strain
SRR34987170	SRX30105932	SRS26169576	SRP608846	PRJNA1060883	Pseudomonas fragi	LKYC.ZH	OXFORD_NANOPORE	MinION	1898383241.0	458547.0	WGS	GENOMIC	SINGLE	Nanopore of  of SAMN39248044
SRR34986796	SRX30105558	SRS26169203	SRP608843	PRJNA1198905	Pseudomonas fragi	LKYC.Zb1	OXFORD_NANOPORE	MinION	1499344895.0	332698.0	WGS	GENOMIC	SINGLE	Nanopore of  of SAMN45857721
SRR34986794	SRX30105556	SRS26169202	SRP608842	PRJNA1268487	Serratia nematodiphila	G5.M166	OXFORD_NANOPORE	MinION	1244242292.0	324192.0	WGS	GENOMIC	SINGLE	Nanopore seq of SAMN48753775
SRR34986059	SRX30104911	SRS26168561	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_494	OXFORD_NANOPORE	MinION	695802475.0	86499.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986060	SRX30104910	SRS26168560	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_480	OXFORD_NANOPORE	MinION	660453776.0	71981.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986061	SRX30104909	SRS26168559	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_040	OXFORD_NANOPORE	MinION	1562119745.0	224583.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986062	SRX30104908	SRS26168558	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_479	OXFORD_NANOPORE	MinION	211977150.0	21557.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986063	SRX30104907	SRS26168557	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_478	OXFORD_NANOPORE	MinION	1025754363.0	130450.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986064	SRX30104906	SRS26168556	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_455	OXFORD_NANOPORE	MinION	1030215405.0	106704.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986065	SRX30104905	SRS26168555	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_454	OXFORD_NANOPORE	MinION	965897397.0	90589.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986066	SRX30104904	SRS26168554	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_453	OXFORD_NANOPORE	MinION	848648864.0	93322.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986067	SRX30104903	SRS26168553	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_452	OXFORD_NANOPORE	MinION	994351139.0	133370.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986068	SRX30104902	SRS26168552	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_439	OXFORD_NANOPORE	MinION	1043014393.0	121003.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986069	SRX30104901	SRS26168551	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_418	OXFORD_NANOPORE	MinION	1201644461.0	137107.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986070	SRX30104900	SRS26168549	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_406	OXFORD_NANOPORE	MinION	1073527105.0	119402.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986071	SRX30104899	SRS26168550	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_396	OXFORD_NANOPORE	MinION	826418911.0	96146.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986072	SRX30104898	SRS26168547	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_039	OXFORD_NANOPORE	MinION	928144514.0	140667.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986073	SRX30104897	SRS26168548	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_381	OXFORD_NANOPORE	MinION	607146323.0	61537.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986074	SRX30104896	SRS26168545	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_380	OXFORD_NANOPORE	MinION	551654725.0	45386.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986075	SRX30104895	SRS26168546	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_372	OXFORD_NANOPORE	MinION	615267868.0	65508.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986076	SRX30104894	SRS26168544	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_361	OXFORD_NANOPORE	MinION	852409266.0	94922.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986077	SRX30104893	SRS26168543	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_360	OXFORD_NANOPORE	MinION	923897603.0	100591.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986078	SRX30104892	SRS26168542	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_347	OXFORD_NANOPORE	MinION	1007045070.0	122071.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986079	SRX30104891	SRS26168541	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_346	OXFORD_NANOPORE	MinION	946392573.0	118965.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986080	SRX30104890	SRS26168540	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_334	OXFORD_NANOPORE	MinION	481872017.0	50623.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986081	SRX30104889	SRS26168539	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_333	OXFORD_NANOPORE	MinION	1279896797.0	164735.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986082	SRX30104888	SRS26168538	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_321	OXFORD_NANOPORE	MinION	1090480942.0	123256.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986083	SRX30104887	SRS26168537	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_038	OXFORD_NANOPORE	MinION	993645809.0	139333.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986084	SRX30104886	SRS26168536	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_299	OXFORD_NANOPORE	MinION	741213301.0	86198.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986085	SRX30104885	SRS26168535	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_298	OXFORD_NANOPORE	MinION	831724632.0	89481.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986086	SRX30104884	SRS26168534	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_294	OXFORD_NANOPORE	MinION	958180829.0	89647.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986087	SRX30104883	SRS26168532	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_293	OXFORD_NANOPORE	MinION	715621501.0	97635.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986088	SRX30104882	SRS26168533	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_290	OXFORD_NANOPORE	MinION	1140909957.0	146888.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986089	SRX30104881	SRS26168531	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_289	OXFORD_NANOPORE	MinION	900900935.0	111604.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986090	SRX30104880	SRS26168530	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_272	OXFORD_NANOPORE	MinION	567421753.0	81744.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986091	SRX30104879	SRS26168529	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_271	OXFORD_NANOPORE	MinION	593387342.0	79252.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986092	SRX30104878	SRS26168528	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_266	OXFORD_NANOPORE	MinION	1255204155.0	161755.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986093	SRX30104877	SRS26168527	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_265	OXFORD_NANOPORE	MinION	783268646.0	97075.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986094	SRX30104876	SRS26168526	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_030	OXFORD_NANOPORE	MinION	1803668676.0	349340.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986095	SRX30104875	SRS26168525	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_261	OXFORD_NANOPORE	MinION	311026932.0	37338.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986096	SRX30104874	SRS26168524	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_260	OXFORD_NANOPORE	MinION	487647645.0	78073.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986097	SRX30104873	SRS26168523	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_251	OXFORD_NANOPORE	MinION	283734750.0	29937.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986098	SRX30104872	SRS26168522	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_250	OXFORD_NANOPORE	MinION	287459121.0	31604.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986099	SRX30104871	SRS26168521	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_240	OXFORD_NANOPORE	MinION	658785781.0	80930.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986100	SRX30104870	SRS26168520	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_239	OXFORD_NANOPORE	MinION	731427525.0	105012.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986101	SRX30104869	SRS26168519	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_233	OXFORD_NANOPORE	MinION	706590061.0	92446.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986102	SRX30104868	SRS26168518	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_232	OXFORD_NANOPORE	MinION	1233158815.0	140948.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986103	SRX30104867	SRS26168517	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_231	OXFORD_NANOPORE	MinION	605904318.0	67624.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986104	SRX30104866	SRS26168516	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_230	OXFORD_NANOPORE	MinION	826156460.0	101196.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986105	SRX30104865	SRS26168515	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_028	OXFORD_NANOPORE	MinION	1471666254.0	166509.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986106	SRX30104864	SRS26168514	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_212	OXFORD_NANOPORE	MinION	936542250.0	118694.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986107	SRX30104863	SRS26168513	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_211	OXFORD_NANOPORE	MinION	285413499.0	42055.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986108	SRX30104862	SRS26168512	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_201	OXFORD_NANOPORE	MinION	685502396.0	84407.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986109	SRX30104861	SRS26168511	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_200	OXFORD_NANOPORE	MinION	840674272.0	110023.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986110	SRX30104860	SRS26168510	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_199	OXFORD_NANOPORE	MinION	731926979.0	83431.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986111	SRX30104859	SRS26168509	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_198	OXFORD_NANOPORE	MinION	287065420.0	58385.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986112	SRX30104858	SRS26168508	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_197	OXFORD_NANOPORE	MinION	603141710.0	65896.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986113	SRX30104857	SRS26168507	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_196	OXFORD_NANOPORE	MinION	398418896.0	51893.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986114	SRX30104856	SRS26168506	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_190	OXFORD_NANOPORE	MinION	300774096.0	47310.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986115	SRX30104855	SRS26168505	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_189	OXFORD_NANOPORE	MinION	332707162.0	35736.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986116	SRX30104854	SRS26168504	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_027	OXFORD_NANOPORE	MinION	996256827.0	102981.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986117	SRX30104853	SRS26168503	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_188	OXFORD_NANOPORE	MinION	273658285.0	49218.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986118	SRX30104852	SRS26168502	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_187	OXFORD_NANOPORE	MinION	451926331.0	81992.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986119	SRX30104851	SRS26168501	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_186	OXFORD_NANOPORE	MinION	365717035.0	83109.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986120	SRX30104850	SRS26168500	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_155	OXFORD_NANOPORE	MinION	358231140.0	39318.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986121	SRX30104849	SRS26168499	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_154	OXFORD_NANOPORE	MinION	332552428.0	33574.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986122	SRX30104848	SRS26168498	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_153	OXFORD_NANOPORE	MinION	351573847.0	47536.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986123	SRX30104847	SRS26168497	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_152	OXFORD_NANOPORE	MinION	310203120.0	40027.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986124	SRX30104846	SRS26168496	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_151	OXFORD_NANOPORE	MinION	286402887.0	28702.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986125	SRX30104845	SRS26168495	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_145	OXFORD_NANOPORE	MinION	554551088.0	76266.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986126	SRX30104844	SRS26168493	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_144	OXFORD_NANOPORE	MinION	283623577.0	39704.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986127	SRX30104843	SRS26168494	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_015	OXFORD_NANOPORE	MinION	1382801273.0	159768.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986128	SRX30104842	SRS26168492	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_143	OXFORD_NANOPORE	MinION	264399364.0	26066.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986129	SRX30104841	SRS26168491	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_142	OXFORD_NANOPORE	MinION	238183381.0	24741.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986130	SRX30104840	SRS26168490	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_141	OXFORD_NANOPORE	MinION	318026219.0	51721.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986131	SRX30104839	SRS26168489	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_140	OXFORD_NANOPORE	MinION	631785066.0	89020.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986132	SRX30104838	SRS26168488	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_139	OXFORD_NANOPORE	MinION	613967399.0	103747.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986133	SRX30104837	SRS26168487	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_138	OXFORD_NANOPORE	MinION	447743290.0	71061.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986134	SRX30104836	SRS26168486	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_129	OXFORD_NANOPORE	MinION	1509622163.0	328152.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986135	SRX30104835	SRS26168485	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_113	OXFORD_NANOPORE	MinION	1070072685.0	220304.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986136	SRX30104834	SRS26168484	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_109	OXFORD_NANOPORE	MinION	1304814576.0	167808.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986137	SRX30104833	SRS26168483	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_100	OXFORD_NANOPORE	MinION	1099332135.0	125932.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986138	SRX30104832	SRS26168482	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_014	OXFORD_NANOPORE	MinION	1080998874.0	229931.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986139	SRX30104831	SRS26168481	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_092	OXFORD_NANOPORE	MinION	1629176801.0	227465.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986140	SRX30104830	SRS26168480	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_090	OXFORD_NANOPORE	MinION	1052867882.0	155542.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986141	SRX30104829	SRS26168479	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_089	OXFORD_NANOPORE	MinION	2030903661.0	412267.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986142	SRX30104828	SRS26168478	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_088	OXFORD_NANOPORE	MinION	1110463353.0	168354.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986143	SRX30104827	SRS26168476	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_087	OXFORD_NANOPORE	MinION	502953146.0	111358.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986144	SRX30104826	SRS26168477	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_077	OXFORD_NANOPORE	MinION	1517847663.0	266403.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986145	SRX30104825	SRS26168475	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_066	OXFORD_NANOPORE	MinION	2321139330.0	372094.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986146	SRX30104824	SRS26168474	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_057	OXFORD_NANOPORE	MinION	2440115191.0	510202.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986147	SRX30104823	SRS26168473	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_056	OXFORD_NANOPORE	MinION	1789990200.0	389533.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986148	SRX30104822	SRS26168471	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_041	OXFORD_NANOPORE	MinION	636995283.0	80718.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986149	SRX30104821	SRS26168472	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_012	OXFORD_NANOPORE	MinION	1783681640.0	346988.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
SRR34986150	SRX30104820	SRS26168470	SRP608826	PRJNA1305362	Listeria monocytogenes	Lm_011	OXFORD_NANOPORE	MinION	1054037895.0	125408.0	WGS	GENOMIC	SINGLE	Oxford Nanopore sequences of an isolated L. monocytogenes strain from wastewater
ERR15157318	ERX14562626	ERS25080895	ERP173993	PRJEB90998	Vibrio cholerae		OXFORD_NANOPORE	PromethION	694078347.0	66561.0	WGS	GENOMIC	SINGLE	Whole Genome Sequencing
SRR34973681	SRX30093162	SRS26158013	SRP608514	PRJNA1305037	Klebsiella pneumoniae	MI_KPC_667	OXFORD_NANOPORE	PromethION	356874576.0	59180.0	WGS	GENOMIC	SINGLE	KPC CRE collection from state of Michigan
